text,target,num_characters,num_words,num_sentences
"Alert!100%: of daily highspeed data is consumed Get 5GB + FREE 2GB (EXCLUSIVE on Airtel Thanks App) at Rs98, valid till current pack i.airtel.in/UnlimitedData-1",1,137,31,1
Smart grahek bane aur recharge kare Vi ke Rs2595 se aur paaye 365 dino ke liye 2GB Daily Data + Unlimited calls + ZEE5 Premium. Click http://bit.ly/ViRC20 now,1,131,31,2
Only on Vi-Watch latest movies without Data worries! Nonstop Data from 12am to 6am without pack deduction. Valid on UL packs starting Rs249. Click bit.ly/Vi-WDR,1,136,28,4
""" If the CPI report meets expectations, it will indicate that inflation remains on a downward trend. However, the slowdown in housing costs that began in June is expected to continue. This category accounts for about one-third of the overall CPI and is a significant determinant of broader inflation trends. The Producer Price Index (PPI), released a day before the CPI, will also be closely watched, as its components affect the Federal Reserve's preferred inflation measure, the Personal Consumption Expenditures Price Index (PCE).""",0,452,99,4
"FLAT 50% OFF on International Brands @ Lifestyle's Biggest Sale! Exciting offers on top brands Menswear - Levi's, Benetton, Pepe Jeans, Van Heusen, Jack & Jones Footwear - Skechers, Puma, US POLO, Adidas Watches & Perfumes - Titan, Fossil, Boss, Tommy Hilfiger & more. T&C. Shop Now - bit.ly/4eyeOjQ",1,251,67,4
The market is starting to move in the direction you predicted.,0,52,12,1
"Yes, I understand. When I get the courseware, I will definitely read it carefully, because my awareness of stock market investment is really weak Ã°ÂÂÂ¥",0,130,29,2
"If you are worried about missing out on important buy and sell instructions, please add my assistant Rama's WhatsApp and she will notify you of important buy and sell opportunities via private messagesÃ°ÂÂÂ",0,177,35,1
"Through continuous learning and growth, I will definitely apply the knowledge I gained today to my future investments",0,100,19,1
It's like Aruba sdwan os??,0,22,8,2
"Missing out on uninterrupted music & trendiest songs? Grab Wynk Premium at just Rs49 and enjoy unlimited ad-free music, song downloads & hellotunes. Upgrade Now. Click here open.wynk.in/Getnow8",1,166,32,4
Ram ?? is in weekend mood,0,20,7,3
You deserve superfast unlimited?5G!?Upgrade to a?5G?handset & be eligible on recharging with Rs. 239 or above. Click i.airtel.in/5GAWUL,1,118,29,4
"Trying to join , facing issues",0,25,6,1
IÃ¢ÂÂll continue to hold not selling,0,33,6,1
Team pls reply to my mail,0,20,6,1
"Friends who want to know more about the competition and my personal resume can leave a message with my assistant Rama and confirm. Next, I will share new investment tips, please start reading hereÃ°ÂÂÂ»",0,171,38,2
LaLiga is here! Watch LIVE football matches on Vi Movies & TV app! Kickstart your weekend with pure football magic! Click bit.ly/Vi-moviess1,1,119,25,4
"Dont miss the India Vs Pakistan T20 match this Sunday. Watch it LIVE on Disney+ Hotstar, with your Vi prepaid! Recharge with 501 & get 1year Disney+ Hotstar mobile subscription + 3GB/day + Extra 16GB + Unlimited calls, 28 days. Click bit.ly/ViHotstar1",1,210,47,4
"Biggest Diwali Offers@ VISHAL MEGA MART Fresh Soan Papdi-60% OFF Rs 68 for 450g ONLY TODAY! + FREE GIFT-VIP Trolley, Duffle Bag TnC",1,109,27,2
"Yes, and ticket got resolved.",0,25,7,1
I am not facing any issue,0,20,6,1
UIDAI recommends updating Proof of Identity & Address documents in your Aadhaar (free at myaadhaar.uidai.gov.in or @ Rs 50/- at any Aadhaar Centre) -UIDAI,1,131,26,1
Ã°ÂÂÂÃ°ÂÂÂYes The Indian stock market has experienced a bull market for more than ten years If more people participate I believe there won't be so many poor people in India in the future.,0,161,35,1
"Hi team , today I won't be able to join because of the cyclonic weather.",0,58,17,1
Will be completing it by EOD,0,23,6,1
Sure,0,4,1,1
No more data run out worries! More Data for you with Airtel's Data top up packs starting @Rs.19. Click to avail now i.airtel.in/dtpck2,1,112,27,3
Good evening sir I've come to check in,0,31,9,1
NEW! Airtel Xstream Fiber's Superfast Wi-Fi is now available near you. Get FREE router & installation. Plans starting Rs499. Get now https://i.airtel.in/Freeinstallation,1,148,29,5
Good morning check inÃ°ÂÂÂ,0,26,4,1
In mobile,0,8,2,1
Having running nose and throat pain,0,30,6,1
"Bigg Boss is Back! Watch anytime, anywhere on Vi Movies&TV App at NO EXTRA COST on Unlimited 249 or more Daily Data recharges! Click to download bit.ly/ViTVBB",1,132,32,3
Because we can't even see the outlook option on office 365 via web,0,54,14,1
We know you'll love this offer! Up To 80% + Extra 20% Off on beauty & personal care Only @ Beauty Blowout Sale | Code: BEAUTYFIRST15 http://smsd.in/bsWOBLkRn,1,131,34,2
In hpsm,0,6,2,1
Unlimited 5G data + 17 OTTs = Airtel Prepaid SIM! Order your SIM & enjoy home delivery at no extra cost. Click i.airtel.in/prepaid58,1,110,25,3
"Dear Customer, Rs.500 to 10 lucky winners & Rs.50 to 1,000 Early Birds as STAR Clubcard points! To share your feedback, click https://bit.ly/3yvjBQB T&C",1,129,31,2
"Dear Customer, avail the most rewarding Savings Account with YES BANK & also get offers on lockers, demat and loans. Know more: http://yesbnk.in/y8Itm5",1,129,29,2
"Enjoy 1.5GB/day data, unlimited Local, STD & Roaming calls on any network and 100 SMS/day. Pack valid for 28 days. Claim UNLIMITED 5G data over & above your plan limit, claim on Airtel Thanks App.",1,162,41,3
Will join later by 2,0,16,5,1
"Hi RamPrakesh, welcome in SDWAN Bau team group",0,39,9,1
The Securities and Exchange Board of India (Sebi) on Wednesday informed the Delhi High Court that the National Stock Exchange (NSE) has not submitted a fresh request for a no-objection certificate (NOC) for its listing.,0,185,42,1
Is it an index composed of a group of large-cap stocks,0,44,11,1
EVERYTHING under Rs.599! A style binge on a budget with FREE SHIPPING*. Shop your faves at the AJIOMANIA sale today! HURRY https://bit.ly/3ywrVwt,1,124,28,4
It will take some time,0,18,5,1
Don't miss out on unlimited entertainment with unlimited Wi-Fi! Get up to 1 Gbps speeds & 15+ OTTs with Airtel Xstream Fiber. Plans starting at just Rs 699! Book today & get a FREE router. i.airtel.in/Exclusiveoffer,1,180,41,5
Hi! Please save the Internet settings sent to you and enjoy Vi High Speed GIGAnet. Your code is 1234. Click bit.ly/ViApp21 for Data offers,1,115,27,4
"MDC is HUB, no need to engage Dxc through HPSM",0,37,11,1
"Buy 1, Get 1 FREE at UNLIMITED Fashion Stores. Get extra 10% Cashback with HDFC cards Watch collection bit.ly/3in3oVe TnC",1,102,23,2
Hi,0,2,1,1
Congratulations!Rs40 CASHBACK coupon credited to your Vi App bit.ly/ViRchg9 .Login with mob no. to claim. Available for 60 days on UL Daily Data packs of Rs399+,1,135,30,3
Learned,0,7,1,1
"Team, going for a prayer nd joining 30 mins late",0,39,11,1
It's a good habit to get into,0,23,8,1
Lenskart EOSS is LIVE! Upto 50% OFF + BUY1GET1 FREE with Gold membership on Eye & Sunglasses!TnC Apply Nearest Store lskt.me/u4 Chat lskt.me/Helpme,1,125,27,2
Even I came my home town Last week,0,27,8,1
"1 year FREE subscription of Amazon Prime & Disney+ Hotstar + FREE 30 days of DTH. Switch to Airtel Black now, call on 8826655555 or click i.airtel.in/blackPreDTH",1,135,29,2
Beware of fake calls claiming that your registered mobile number will be blocked. To check/report mobile numbers in your name visit https://sancharsaathi.gov.in - Dept of Telecom,1,153,29,2
"Hi, Now you can check your balance by simply clicking wa.me/919654297000?text=balance enjoy our services on WhatsApp!",1,102,20,1
I feel powerless and guilty about the trading situation in the past two weeks.,0,65,15,1
Get in touch with IT team,0,20,6,1
"Airtel Pack on 8089XXX424 will expire soon! Recharge now to enjoy 1.5GB/day, 100 SMS/day & UL calls for 28 days in Rs239. i.airtel.in/Best-offer",1,122,26,3
Facing some issue with laptop.. trying to restart,0,42,9,1
?image omitted,0,13,3,1
Did it Imtiaz bro,0,14,4,1
"Hi team,",0,7,3,1
Is such that,0,10,3,1
I got this issue today only and will try to get it fixed asap,0,48,14,1
Get FREE 2GB DATA on Thanks App! Claim your FREE GIFT on Airtel Thanks App.Tnc * Click here i.airtel.in/2gb_rc2,1,93,20,2
"Hi, good morning, Saumya will be on leave today due to health issues.",0,57,16,1
The person you were calling at 22:09 is now available to take calls. Click here to call them back i.airtel.in/RMCAAlrt,1,99,21,2
Me too,0,5,2,1
This is a gentle reminder that your Vedix haircare Follow-up quiz is pending. Your feedback helps us check the compatibility of your current products and recommend any product change if necessary. These new recommended products will be sent to you for Free. Click here https://vedix.in/3l33poYZ2-p/KbqexVi to take the Follow-up questionnaire and give feedback right away.,1,317,61,4
Free Data time on Vi. All surfing & browsing between 12midnight & 6am on your pack is FREE. Enjoy Data non-stop!Dial *199# or click bit.ly/GetViApp for details,1,133,33,3
"SSH! Use the below link to join the Shoppers Stop SSH, LIVE at 8PM. The secret offers on top watch brands are available only till 11.59PM. Click: bit.ly/3vV7SaA",1,133,33,4
Just letting all know about the situation,0,35,7,1
""" Good evening, investors. It's time for the evening market review. I will now share today's market insights and analysis with you.""",0,111,29,3
BIGGEST OFFERS@VISHAL 25-26Sep TataTea Rs140OFF Biscuits Buy2Get1 Tide5kg Rs115OFF Electric Kettle Rs499 SpinMop 549 + FREE GIFT on Rs1000,1,120,21,1
Trend Analysis,0,13,2,1
"What you said is the highest wisdom. It is the market that makes us make money. When the market is bad, most people will lose money.",0,107,30,3
Geopolitical reasons have an impact on all markets.,0,44,9,1
Lockdown in Kerala- Get all LIVE updates with Manorama News on Vi Movies & TV app. Click bit.ly/Vi-newsm2,1,88,19,2
"BLOCK YOUR DATES: 20th to 22nd Dec The Pantaloons GREENCARD Exclusive SUBKUCH ON SALE (SOS) is back & you're invited!! 3 days of min 30% OFF on EVERYTHING, going upto 60% OFF + Bank & Wallet offers YOU JUST CANT MISS IT!! For details, click tltx.in/oOoC2 See you on 20th at Pantaloons OnLoop! T&C",1,243,69,4
"Good evening, group members, I am Vijay bajajÃ°ÂÂÂ¨Ã°ÂÂÂ»Ã¢ÂÂÃ¢ÂÂÃ¯Â¸Â",0,72,12,1
https,0,5,1,1
Lenskart Online Mega Sale: Buy1Get1 FREE + Upto 40% Off on Eye & Sunglasses! Fresh Stocks Added.TnC Shop lskt.me/MegaSale Call 1800111111 Chat lskt.me/Helpme,1,135,26,2
"You've earned FREE Airtel Thanks Rewards like Amazon Prime Video with your last recharge, claim them on the App now, TnC Apply i.airtel.in/thanks-rewards",1,131,26,1
Affected CI option should select UNKNOWN,0,35,6,1
??????????????????,0,18,18,3
Super,0,5,1,1
FREE 1 GB data on Airtel Thanks App! Claim now. T&C Apply i.airtel.in/FreeData1GB,1,69,17,3
Your favourite MUSIC is now on Vi app. Enjoy ad-free music & unlimited downloads at NO extra cost with Hungama Music on Vi app. https://bit.ly/3DaqXHX,1,126,29,3
Network issue,0,12,2,1
Priya Upabokthave! ee SMS Vi ninnum aanu njangalude network upayogicha thangalude anubhavathe kurich 3 chodyagal chodhikyaan agrahikunnu. Marupadi SMS free aayrikkum. - Vodafone Idea,1,159,27,4
It's quite difficult for the rupee to appreciate,0,41,9,1
"This friend has a clear understanding. When interest rates are lowered, the bank's interest income decreases significantly, but the cost of lending usually doesn't decrease. As a result, the bank's profits are likely to decline",0,193,43,3
Secondary trends are short-term trends,0,34,5,1
"ThatÃ¢ÂÂs all for today. Get some rest. If you need the documents tonight, send me a private message, and IÃ¢ÂÂll send them to you later",0,116,29,3
Dont mind... its ok just kidding,0,27,7,1
"Your fav ETHNICWEAR is on SALE at Pantaloons & u have been missing out! From Kurtas to Ethnic Dresses to Lehengas, shop it all at UpTo 60% OFF at Pantaloons Do check out our SALE Best Sellers Catalogue, CLICK: tltx.in/qrmeX & dont miss out on shopping for some Winterwear too Offers & T&C: tltx.in/qrmeZ",1,250,62,2
Xausd sell are buy moment,0,21,5,1
????????????,0,12,12,3
"Special Dunzo offer for you: get 10% OFF on your 4 orders! Get groceries, fruits, veggies, & meat delivered home in <45 mins. Click: http://bit.ly/DunzoApp",1,131,36,3
Don't lose out on first 30 days FREE of any new Airtel service! Just upgrade to Airtel Black & get OTT + TV Channels + Superfast WiFi. i.airtel.in/blackPreDSL,1,131,31,3
"No wonder the bank stocks we bought were performing well initially, but have completely fallen apart in recent days",0,97,20,1
"Welcome to the world of Smartphones! To enjoy best quality Voice & high-speed Data on Vi GIGAnet, switch ON Data & VoLTE. Click bit.ly/ViApp21 for Data offers",1,132,30,3
Sorry for the hindrance,0,20,4,1
"An epic offer on the Galaxy S21 Ultra 5G with 108MP Camera and 8K Video Snap. Own @ Rs.95999. To know more on whatsapp, click rml.fm/E8soTaaa .TnC. - Samsung",1,129,33,4
"Dial *545*27# & get ""Ninne Kaathi"" as your favourite Callertune @Rs39 per month. For more Vi callertunes dial 1234 (Tollfree).",1,107,31,2
LAST TWO DAYSRs.250 credited as unconditional FREE UNLIMITED Cash Points in your account to shop at UNLIMITED Fashion Store. Hurry!Click bit.ly/3wBGIWk for TnC,1,137,26,2
Joining in 5 mins,0,14,4,1
Grab your favs before they are gone! Get Upto 60% Off on Watches & more at the Shoppers Stop Sale Click bit.ly/SS_Wch to shop now or walk into our store + get offers on First Citizen Citi credit card & HDFC Bank Cards Click bit.ly/SSEssTC for details. T&C,1,208,53,3
Importance of communication and projecting oneself,0,45,6,1
Hi team who are on shift ?,0,20,7,1
"FREE Rewards waiting! Get SunNxt movies,ZEE5, Voot Select shows, LaLiga football matches on MTV, 450+ TV channels & more on Vi Movies & TV!Click bit.ly/Vi-mv34",1,135,33,2
"Technical analysis typically applies to hourly and daily charts, but the rise and fall cycles of each stock can vary. Whether for long-term or short-term investments, this variability must be considered. Additionally, while technical analysis can help predict a stock's future trends, external factors, such as the inflow of major funds or large structural interventions, can also influence technical patterns",0,350,69,3
Laptop rebooted just now joining meeting in couple of min,0,48,10,1
Done kk,0,6,2,1
https,0,5,1,1
+916232014309.vcf (file attached),0,31,5,1
<#> 1347 is your OTP to login into Airtel Thanks app. OTP valid for 15 mins. Do not share with anyone. If this was not you click i.airtel.in/Contact N9BWuqauU1y,1,132,34,4
